"name","fold","tstat","pvalue","anova","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","wt:0","2157:0","wt:3","2157:3","wt:6","2157:6","wt:12","2157:12","wt:24","2157:24","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48"
"M538T837",2.03930734637263,14.3946545024842,4.26408070630657e-06,8.03795387154635e-21,538.34099923933,538.338101099641,538.342879199644,837.218796539122,835.482310866253,837.865364034472,21,0,0,5,3,5,0,0,3,2,3,12368.0585202077,10491.48743172,8580.43696987765,10270.1055507342,11941.1256248892,10655.4850598087,11706.2396222554,12478.9823850005,13050.5619556705,13441.3487981903,13367.0124238895,13840.7340623357,14510.1741924442,15335.1444432825,14870.6626642761,15747.0001475774,16426.2037267947,17871.013390696,15997.7594457697,16371.4961567182,18009.724182465,17723.7812584062,18707.1191792485,18714.643097732,18697.9955370712,20211.3532555292,17455.9937179239,19475.2845678275,19966.2252186646,21319.8073912771,19634.050213564,20083.577180249,20584.5304755008,20564.8491373434,22472.1815223332,21261.1026024344,22654.2229789046,22381.3847044282,20756.19353874,21004.0487057413,21526.3478330543,18410.8857575111,20874.4380359131,22812.7880600778,22619.991015298,20999.8563609937,21005.7973009966,21972.8823133314
"M97T1010",2.24010759564314,-19.5943522760439,4.60361820997512e-06,8.71787835449389e-10,96.961110123951,96.9606479908117,96.9613450024377,1010.00249472042,1007.87774361233,1010.92832937511,44,4,4,5,2,5,4,5,5,5,5,222850.695944932,222037.442199554,204610.784984996,196614.838066643,200438.646122527,157132.35155766,165291.858440482,158520.849170656,150218.45992223,140802.117799604,149273.954086729,149648.383473353,142943.809758849,144497.662051127,145364.535384806,106699.525734138,137223.463405435,128194.103311967,0,135960.164274779,127725.494378773,136137.919582141,133174.11964344,132436.431395523,128082.477553242,97652.9363396885,121799.635208613,119787.167466839,113654.766188293,106093.509426111,107951.647188516,116740.874846857,113563.410246802,109210.366679319,111805.833752099,112629.982356385,116966.292246641,112420.43922128,117865.833226536,111490.933194304,114145.346461843,112839.512349884,114910.58496843,91663.0141865681,100125.068504415,90876.1761182077,88083.3413316359,96440.855161109
"M507T843",1.13605833146799,10.8692936988705,4.72288981767655e-06,1.28901726954965e-12,507.310993833393,507.30895245966,507.324612077955,842.927849536834,839.915526424812,860.844591761272,45,4,5,5,3,5,3,5,5,5,5,70064.1953586591,70691.5349593101,67566.7545007153,70267.628565747,70834.7725605475,71704.8514253953,73114.8451544234,76209.9752800506,74295.1941625855,73269.2420371413,72756.6835168762,76245.9699988345,73682.9186486216,78222.3743648613,75831.6756187,74935.8581655865,78941.6639081105,78776.2760838573,75983.2544176683,80532.9973949008,75583.1393969974,79674.4077811632,78603.2667622936,79938.1337179355,79739.1835651393,77631.8512681532,78167.5477486244,79627.7822788365,79107.7429904151,80940.9818166037,77129.5231306404,82084.0162055789,80189.0475808029,82245.4195824334,80564.2209708509,81579.4095909667,80008.8177870887,81390.4811287279,80136.5452838268,81346.6818270641,81582.2347605394,81015.9242250917,81063.0177917357,77397.8074362003,80963.5220725652,79327.6082235405,80541.1052435283,78737.0099242106
"M311T888",1.56204983932674,-10.957318330738,8.98652557657087e-06,3.33062759370439e-21,311.255517950305,311.254869917259,311.256926108056,888.245803943337,886.828245064467,891.392889857557,48,5,5,5,3,5,5,5,5,5,5,239897.782138895,279083.072056055,258830.750657324,273112.836411832,273158.589087091,244297.162149972,274024.588143354,259828.180148136,258195.364703007,258180.081759248,252525.726205453,250688.700437719,245507.649596634,251418.816449244,249865.514399995,229403.435535572,237136.591126725,231641.171540943,231747.006030541,231606.220537745,211267.492513733,225351.018032751,210450.51981969,218429.565816735,204507.101105894,203782.344556583,203558.981206701,210731.608425054,198907.390674111,194639.709129493,190540.818846917,192332.497531174,189241.401835628,172996.833483092,200887.608392408,198274.608586774,199695.934022171,193318.354970385,186773.255968657,182070.680963381,184546.279939385,176659.437005739,180239.528618919,178261.274418798,177433.060548038,177708.570207076,156652.34258323,157602.104150334
"M903T556",1.93994092268518,11.878813830614,1.83266034479157e-05,2.08417780475037e-05,902.941342291137,902.842058939457,903.048474085516,555.680261472907,554.490028934853,558.515456177858,5,0,0,0,0,0,0,0,0,4,1,21049.4943665334,26519.648654389,24741.9137433868,29324.1032341351,20205.4606081274,33658.4158104219,26137.2380540022,29205.6150304438,38333.1556169801,31280.1625370778,34561.7330838134,32635.3177552408,34286.6044803296,31537.3129169507,25531.1425089426,40306.4541249444,33874.1718578679,29461.4700240596,17415.7707982546,28534.2191182712,48689.5167775358,27182.5914601679,42563.9925539932,36834.2396799465,36316.3534008075,49377.7419035771,28400.9978390002,27932.035822897,42368.0974776343,52077.5623598928,57281.2698711376,48879.5660625905,52549.6686485845,56424.6863414531,34475.8362858091,16813.7979464407,21926.4833700616,32413.5276947997,34448.6227532936,35798.0353964798,51033.7634120089,47869.119766013,25356.8302504261,50475.3609529761,44804.8438316091,47349.4670432477,46912.7383675624,46821.1957646525
"M412T851",2.51880549836147,13.5849935153184,2.09483452002779e-05,5.92136234018837e-25,412.093648985895,412.091295576746,412.095954375345,850.994881394459,849.685638112239,851.72060549006,31,0,4,3,3,4,0,2,5,5,5,59304.2921935444,43993.497452907,37871.1948960293,36316.9110409876,36128.6501116472,36138.3728635529,37874.9355452618,40666.4176769679,42674.8567865024,46250.0468608474,49894.4585965866,52408.2739905116,54547.6782487475,57384.1147380665,60653.4378103025,57940.1572075034,65761.2685343811,67321.7240631027,74122.2664224138,75536.2355581279,74738.5402298799,80904.465799529,81713.0275759509,83775.744809839,85792.7717962313,83699.3723056952,89995.8978535946,92601.6576789377,90813.5937887514,95271.1667736764,91705.3845028365,100453.816620221,96924.7726088592,97953.4301670461,104505.727507419,103536.203617588,104610.123070294,107968.03124949,105212.172496204,108158.078319644,111815.962407762,108778.905555597,116692.459866128,102197.374452021,109922.946004519,104669.847098778,108382.49992802,112880.824743507
"M223T716",1.8479117881561,15.547062251587,2.28014078811345e-05,6.68585970257805e-21,223.064195470656,223.062060440156,223.159088838179,715.741099866977,704.163131810403,887.139792700966,60,5,5,5,3,5,4,5,5,5,5,194376.362208176,153093.184936581,146663.919662742,156073.719954349,169148.681989747,161715.705981635,184693.504689287,190010.849199155,195474.557248515,203975.022598837,217958.351578091,231219.199407506,237694.878710946,253172.940076017,262141.336203299,233321.730194051,262677.186260255,258373.646253373,276995.230355,298728.811976958,287344.371847411,296602.749855569,299011.551014066,315258.90591382,308596.767196659,272860.96966175,300235.975426251,313423.519339306,301156.008466857,294835.842873962,318173.248957608,354020.075760133,320768.458877028,342062.082530183,321241.509741235,321151.095282899,338398.717341333,318871.58120733,313048.796886474,313752.354053053,313217.927606362,310579.9826239,322379.543112631,297042.761916089,304824.626324066,309205.33667366,295014.824302111,308009.819345028
"M537T837",1.9300358579711,19.4506644580661,2.56754575160834e-05,2.30291583335034e-26,537.337474905975,537.325151304254,537.345665949396,836.7892418899,835.004155470678,839.424217265195,48,5,5,5,3,5,5,5,5,5,5,42397.6149167035,34107.5851314,33679.1310992584,34232.9911230555,34018.840939287,35545.3819860525,37549.4838214473,40143.8490518783,40606.4313688583,40902.3410573472,43194.3283803863,44421.4538464444,46654.3608523538,47981.3623468686,50268.3938335132,48432.885637132,51411.9657831843,55409.0881101032,55838.1855882261,55475.3682565606,54271.0345837199,57999.4581083222,59352.8827400209,59875.4410411327,57959.3820712766,59649.3688114661,60925.838101208,61903.9616037893,63463.669884227,65924.2701886581,65086.6509713359,66122.2517316374,66160.1114256338,66987.4804448734,67164.7573084254,68311.1544493197,67527.7294401841,70239.4115217463,68223.1799755617,69716.7914085864,69553.2458305554,68891.2600526307,67670.810086716,70023.8490511066,68330.2530625729,68620.7471502192,68561.6363397542,68851.7077498606
"M142T1009",2.81851537419673,-18.4274693582827,3.08331161869013e-05,2.54328572882836e-09,141.958148054365,141.95726210861,141.958673980317,1008.56681504572,1007.55890134982,1010.51303125312,42,4,4,5,2,5,4,5,4,5,4,307602.564031611,290822.775493991,264327.297700593,257685.922443417,264474.87562001,206111.854940193,213745.118065617,197555.326389874,193899.505079051,179188.840528529,183672.855035834,177478.894366004,163936.077687906,165093.615383566,165289.096996822,132981.542870939,152197.781294514,144751.97726568,0,146414.170709088,134617.877993394,0,142127.75456792,142120.730457135,142073.72008754,109538.337102651,134031.674599761,132453.330167686,123333.575658827,121068.403198599,112428.072911529,124171.819042404,121216.22087816,110218.21082314,118167.805528709,117708.106129004,122223.420124854,116760.570487599,118970.573944092,118400.054406332,110657.693462644,109806.35471896,0,99619.7301426074,102345.046928452,99324.0773266769,91683.0593997996,98390.8255965396
"M581T835",1.93444965607072,13.6184801752206,4.51462629644794e-05,5.35681358703108e-25,581.363355689433,581.358974747175,581.365687659627,835.255400260475,833.235176897845,838.706015944544,34,2,4,3,2,4,2,4,3,5,5,30559.039383693,23948.1326306932,23319.2316206257,21304.7936967194,23087.4843664678,22703.4127782555,22919.7916478713,24049.8719041099,25193.5453601927,25029.5245257811,26192.4042818592,26303.5814021106,28271.4858729673,29648.1665000493,30193.2394699545,30343.2260100297,30766.2343049845,32270.8756645975,32312.4950903276,33552.2376981647,33537.599554831,34252.8392600153,36707.4991671824,35332.6784547104,37628.083036625,36633.0473681341,37964.2787165399,38794.438156005,40894.0115141008,40207.9712309072,40720.9971739587,40824.7634277262,41501.6640503586,43844.3928131208,43820.6807048118,43182.2152122909,44452.7667048009,45283.358875336,44959.2558641813,46865.1816831256,47281.9023411817,45730.3440722797,47136.1819658215,46081.4689832357,46184.9005389507,47146.9744720597,48540.7573771602,48471.7854050914
"M411T851",2.49039480518333,13.5604828331176,5.30107495086973e-05,6.89394932406428e-26,411.093528103535,411.089967751966,411.095779886934,850.664847372587,848.885515727351,853.731505811509,46,3,5,5,3,5,5,5,5,5,5,167833.049447408,124620.835393253,107433.985173396,97296.1913997896,105462.485173648,102639.221362963,108673.361419925,112087.426381765,116802.155586956,127895.623955092,141485.471290832,148305.552792288,151509.390824416,158822.98233302,168632.95602635,161766.182263868,184347.51020065,189345.181607667,197373.416176338,207402.841274736,204674.700884026,225068.359676607,223611.806271965,230660.470947538,236257.276473392,225272.586230684,248496.502530765,252029.802011587,254344.26262461,259963.0289956,259571.001461153,267887.492880748,271312.476265479,270312.789222391,284074.014124782,288420.671200885,301286.421515443,300307.518748511,296863.353033427,295900.665147125,306255.662835946,307024.251666268,318682.931750043,289580.247039484,308339.296083594,296833.265261005,295602.350238236,310472.670360853
"M188T402",3.49965328487227,-11.1931149739203,6.1741072813426e-05,5.67954721061433e-14,187.551471571752,187.550830984854,187.552770579795,401.679489781712,397.959488334908,401.832391697346,3,0,0,0,0,0,3,0,0,0,0,28482.2187017518,23078.3975010001,22051.1623303485,22681.8164691435,20345.1833606457,14175.4116074764,17537.6919864905,14345.3212348729,13458.0718784774,13107.8224402069,11267.7145725536,12464.233943738,12377.5408144514,9332.74088693039,12473.8329318252,5579.07538192667,12160.3392712719,11324.2654151687,11783.8174456085,14060.4072004441,9166.87644724062,12183.1382463188,9622.30230851404,7872.42725799997,10043.688659328,4765.67049803221,12596.9997379848,11512.4434949913,7819.73347470968,7275.09843803753,7105.2578290379,7724.42804188861,8135.08884944782,7512.61318656673,9131.4075629258,9008.52539961453,10940.4675083997,8655.38014925132,7421.03728926788,6239.74185625094,6731.76803387567,5899.27729126365,8779.33201077278,4880.64638964892,8354.7972771495,6553.42587178367,7349.21721466519,6190.58007985783
"M1172T550",1.81739559244908,-8.09538539157007,0.000117104489709474,1.3810462907794e-11,1172.43653053619,1172.33729946139,1172.54030640857,549.964989106514,549.531398865783,553.518304336959,3,0,0,0,0,0,3,0,0,0,0,365766.833350065,481402.031800002,387174.836201808,414510.314864542,404915.766837568,328440.732669585,328893.22579776,372792.928255247,326608.241199106,340369.004700174,284490.025880395,255610.388965361,232814.775607835,221828.425708852,176678.981498607,265046.128556479,252126.937377553,264672.893867175,257926.59159684,196545.733049557,252284.946641312,177049.19682961,234312.50964673,200737.602989656,200468.843963447,293945.082107565,188697.266647386,197511.111373444,263374.45233351,194801.365414247,259809.618501463,166545.779632247,184416.988000296,212646.631294569,123495.167961918,152366.191357786,142543.849256437,234275.811624883,160214.140645,165629.426611447,215523.135699724,180239.095245669,118281.710145996,259737.602368626,218556.642785905,211566.499268063,245838.508391445,194362.793989083
"M860T561",4.09552775902128,7.01481091676748,0.00011781699978064,0.000690271114398304,860.42039179262,860.364908111444,860.457886413346,561.233473877343,555.77905587181,573.290114014172,35,4,4,5,1,5,1,4,4,3,4,15116.4169279021,16497.3565329267,17345.86395535,51160.1784500418,17534.5515017029,71685.2419091816,24627.1851576804,49163.330713527,43865.0884181666,62326.7176158829,55698.3237096765,62306.0294455733,60425.8985432644,63326.7195534567,38700.698115617,99735.5119342417,52527.9697596696,67452.5759143369,22746.9157171184,43103.1824739445,71333.2085114677,27790.1198545515,84715.1574869133,71214.1480480812,53305.5017236218,101924.287469701,44409.3149166993,45050.9530603317,41128.0663113917,115304.414095165,91570.2121233881,74082.9694567573,66422.4914309714,82244.7159987697,62636.5918238208,18669.5545244385,19591.5610012547,48189.9111158993,59070.1088603954,62236.5796450477,82036.7212871845,96826.9061679626,25742.7067794917,111071.941182918,95214.0099562349,108433.700071092,67633.710710746,99503.3656044278
"M334T388",6.60516519029397,-10.1969122564327,0.00012724280725207,1.41082986491445e-05,334.019666978544,334.018636372996,334.037484399811,387.761710567933,384.684719338136,451.90032058547,4,0,1,0,0,0,3,0,0,0,0,25232.637142836,21224.4378550521,18852.0104454959,16504.1099082309,24451.3988312796,6243.25969864027,17692.7113060536,12206.9548098261,5525.5727823163,8114.24804609268,4275.17547478209,6704.08535610689,5122.93357121666,5065.18902776489,7676.40414215756,30604.6510531469,5098.58647425007,3508.03291368121,4535.45721015253,7651.81236064071,5017.29941804477,8328.22056131403,2790.22942703841,4943.60651025913,4981.39875220351,2327.82420505871,9273.3458934475,6939.29703327985,5250.29268496715,4016.54606217988,3611.62467426229,3817.88589401603,2200.7063369429,1050.514238004,7865.10614238474,8532.90824495355,7623.73023702554,3679.69075261357,4826.89633330287,7096.62282378873,3013.54661556043,2183.46427906739,9160.06092019274,2560.80133118236,4990.08501719002,4208.97327088288,3002.51388069006,1325.73196319226
"M205T419",2.54217266986384,-9.41032010136257,0.000144869267519443,1.08580940965127e-08,205.041550959269,205.038827305334,205.045598604282,418.632929620099,408.547428941282,420.083267112257,9,1,0,0,0,0,5,1,2,0,0,71789.6015093689,66801.7686976335,68549.843693652,74787.1388076018,64894.5673978764,61898.5909753032,53708.8027592915,46869.9692884972,67992.4761101589,58809.908908165,48752.1957459601,48981.7701347351,44463.2567044419,25074.6585115702,63057.7671161164,6054.36254356986,31888.2559161989,26377.3876372285,21403.6744977546,18479.6913822378,19460.5520713064,44569.4037914817,30598.8334527148,32821.3043069846,55621.7458875184,20737.9580879517,43366.6582375167,49555.9557646942,39762.5236010093,21687.7107540928,12786.3505743303,14012.8799695907,19017.9744368731,8242.70317565954,34622.6995910037,39125.4901065148,35306.0037139267,27518.5498622918,25931.6732216772,25186.1451337337,18311.9837126838,9984.11856410164,43072.3834143169,12391.5599003641,37364.473127327,30575.5346018091,29048.3248116786,27047.8664666017
"M293T386",3.5053622479067,-10.3826715108887,0.000148175557216135,0.000424076332606538,292.99595305104,292.992283845758,293.042428912957,386.187828036995,346.577381441009,388.475315546197,10,1,2,0,0,0,5,2,0,0,0,40533.696003033,36869.0189453546,36479.7241667732,29677.7488841969,44390.4584285866,15045.4280066005,29931.6820345094,20107.7766426425,15414.6843055908,14623.2265340379,28891.5227628842,14285.238708901,13694.4135771357,13211.8263123291,29856.0872648065,5779.04830312953,27050.6745957741,11026.815235765,9643.68207458493,57430.033421309,12668.7829656402,17273.8730076714,12100.5922907174,14048.9447470835,14756.4517918566,8590.88295076421,19281.6082134263,13537.0786465913,11743.3607034576,11095.7245678305,12300.3275924715,13721.681879332,11471.7099218901,11580.6998497877,17583.9558436426,15322.1761249262,13345.513765088,10973.9741627312,15386.5892720646,14083.7186454105,12965.4090528356,13204.5757535314,17614.5855197343,9723.86405078986,14021.095746343,9704.66756334054,9405.96324350353,10762.4474576194
"M150T942",1.87776334963693,-9.97776763818405,0.000148397550422175,5.25778030337116e-13,149.930205806691,149.92928561579,149.930752125381,941.836203478241,939.383828829717,955.77140966033,47,5,5,4,3,5,5,5,5,5,5,1258255.29796905,1021436.94341186,1318371.53975162,1304225.52443775,1223092.69500189,1101152.38021395,1153290.41922798,1717021.57257692,1450244.12027505,775598.210207583,1828844.26078974,1966782.35061973,2067717.64231079,2053046.56094108,2079451.42418581,1484125.62205395,1067493.17394263,1924533.75717922,1998108.25536692,2006036.16060005,1139964.3941064,1163212.31574843,1129310.69753394,1599306.93300387,1136111.53875423,928312.435792835,1056657.04667323,986213.398750707,906934.592570634,956986.927778338,822288.375099244,816073.373686329,740908.495804268,743535.484888105,888332.729906248,776546.547140381,804272.193652614,768490.487893394,807436.816407253,739183.753962858,689028.33300596,615191.771133492,698364.279036089,680280.247290389,716603.348588536,636471.161319037,602293.318543007,626414.740511411
